10/22/2022,3,28,983,507,139
4/14/2022,3,17,1395,230,143
12/3/2022,3,20,2225,2,113
11/12/2022,3,58,258,950,117
8/10/2022,3,72,2227,320,129
5/22/2022,3,24,2501,291,136
5/13/2022,3,83,425,933,110
4/23/2022,3,24,488,780,106
6/30/2022,3,95,607,23,129
12/18/2022,3,6,443,54,135
8/27/2022,3,25,1569,96,138
11/6/2022,3,86,736,41,109
10/18/2022,3,26,1803,325,108
11/24/2022,3,55,2248,121,106
11/15/2022,3,66,2984,522,142
10/24/2022,3,29,898,743,113
7/31/2022,3,99,569,424,120
5/25/2022,3,96,1931,18,137
6/23/2022,3,4,817,670,125
11/21/2022,3,1,2080,725,115
11/2/2022,3,87,293,252,104
4/25/2022,3,44,1175,920,141
7/19/2022,3,96,375,639,101
10/2/2022,3,75,1998,58,113
7/29/2022,3,76,529,816,107
2/13/2022,3,93,864,633,136
12/8/2022,3,69,537,140,103
7/19/2022,3,100,210,77,103
4/14/2022,3,36,878,348,140
5/6/2022,3,30,2179,974,106
11/25/2022,3,12,1180,119,120
6/17/2022,3,50,1243,68,141
9/9/2022,3,47,798,468,137
5/5/2022,3,39,1134,173,130
4/20/2022,3,57,971,834,108
12/18/2022,3,15,1496,960,102
6/30/2022,3,52,2452,706,132
11/20/2022,3,87,1806,401,116
8/12/2022,3,38,263,830,124
11/13/2022,3,10,1107,33,144
2/16/2022,3,22,2287,750,114
12/26/2022,3,97,238,98,138
11/8/2022,3,69,2997,904,110
4/26/2022,3,55,361,82,115
12/23/2022,3,55,2758,99,103
9/24/2022,3,61,301,255,119
10/16/2022,3,15,60,998,140
8/21/2022,3,4,2904,504,102
2/13/2022,3,25,2643,137,126
3/16/2022,3,44,671,521,130
9/9/2022,3,64,2295,583,105
8/16/2022,3,60,336,477,101
2/9/2022,3,74,2291,588,105
8/18/2022,3,70,1189,977,119
7/31/2022,3,80,838,54,115
7/9/2022,3,93,2884,974,138
4/3/2022,3,69,1079,54,136
7/21/2022,3,8,1423,171,102
9/4/2022,3,90,505,420,144
3/30/2022,3,55,2778,148,139
11/17/2022,3,6,1920,791,137
2/13/2022,3,14,501,472,116
4/12/2022,3,42,330,983,145
9/18/2022,3,77,2031,233,123
7/10/2022,3,62,2218,156,130
10/23/2022,3,9,2089,94,123
8/5/2022,3,98,387,514,115
10/30/2022,3,61,1745,642,107
6/21/2022,3,70,217,36,124
2/6/2022,3,84,2424,203,136
10/25/2022,3,60,2025,978,128
6/6/2022,3,9,58,739,133
11/28/2022,3,36,857,832,118
4/30/2022,3,53,1668,487,115
9/24/2022,3,72,1074,979,117
3/12/2022,3,15,1240,954,139
5/14/2022,3,12,226,599,143
10/8/2022,3,99,1850,970,136
3/22/2022,3,40,2060,584,118
10/8/2022,3,44,1109,3,134
10/1/2022,3,93,592,667,129
12/8/2022,3,58,285,839,132
7/14/2022,3,76,1156,210,129
8/18/2022,3,16,1464,790,131
4/15/2022,3,74,2985,112,131
8/30/2022,3,92,1483,250,110
10/9/2022,3,44,2526,803,103
6/6/2022,3,6,1819,851,103
5/19/2022,3,51,2470,140,121
12/4/2022,3,27,2933,587,142
8/8/2022,3,77,125,292,134
6/18/2022,3,69,669,166,114
6/6/2022,3,2,643,196,129
7/18/2022,3,29,2534,36,108
5/22/2022,3,60,941,177,112
7/17/2022,3,86,305,861,144
2/18/2022,3,43,157,475,128
12/11/2022,3,81,2866,833,113
7/22/2022,3,8,1084,918,135
4/22/2022,3,18,613,115,104
5/20/2022,3,60,2367,512,113
8/23/2022,3,90,488,957,101
12/3/2022,3,75,2241,599,115
4/28/2022,3,26,245,161,140
5/10/2022,3,57,2212,488,109
5/1/2022,3,60,1702,449,132
8/12/2022,3,45,2984,232,102
12/1/2022,3,81,1951,158,131
8/26/2022,3,5,485,803,103
7/7/2022,3,32,1288,352,114
11/23/2022,3,82,1117,748,118
3/15/2022,3,30,2174,745,143
5/10/2022,3,73,1776,47,102
3/24/2022,3,83,319,830,139
10/31/2022,3,45,708,714,119
8/26/2022,3,81,2646,934,143
12/5/2022,3,95,1138,781,127
7/29/2022,3,86,881,796,135
5/13/2022,3,7,1666,100,110
11/27/2022,3,59,78,650,127
6/25/2022,3,60,2513,636,106
5/16/2022,3,28,1587,721,128
5/29/2022,3,47,2294,983,128
7/30/2022,3,7,518,511,134
11/7/2022,3,65,2384,168,118
5/2/2022,3,99,1450,993,137
5/5/2022,3,58,1006,777,134
9/21/2022,3,71,2618,278,129
9/6/2022,3,11,1821,179,140
12/17/2022,3,93,911,342,144
11/7/2022,3,23,2719,491,128
7/13/2022,3,57,390,403,130
9/10/2022,3,75,1132,530,103
8/29/2022,3,36,2884,91,127
10/30/2022,3,88,2886,223,101
7/31/2022,3,98,2478,627,114
11/16/2022,3,26,2603,888,131
3/30/2022,3,98,1600,783,122
9/21/2022,3,84,2764,678,136
5/25/2022,3,2,1994,334,112
4/23/2022,3,91,755,765,144
6/1/2022,3,68,2598,502,122
11/4/2022,3,42,378,213,108
3/4/2022,3,88,2361,547,108
6/20/2022,3,64,809,870,140
6/20/2022,3,70,778,12,105
12/27/2022,3,98,2996,461,111
2/15/2022,3,48,1580,74,114
9/8/2022,3,38,2403,238,139
4/18/2022,3,47,818,551,132
4/19/2022,3,18,205,132,125
5/29/2022,3,36,1100,550,145
11/8/2022,3,30,330,244,131
5/3/2022,3,83,1707,329,103
11/6/2022,3,17,2668,628,137
11/23/2022,3,2,1463,696,129
12/7/2022,3,52,1280,905,130
8/24/2022,3,65,2509,739,128
7/6/2022,3,54,1160,260,110
10/3/2022,3,52,41,106,110
12/17/2022,3,36,2102,737,118
2/9/2022,3,78,845,902,125
3/23/2022,3,21,349,139,144
5/10/2022,3,76,2017,3,138
12/23/2022,3,5,1512,107,138
7/26/2022,3,66,2365,112,142
2/14/2022,3,96,338,751,130
2/14/2022,3,49,1653,350,121
8/2/2022,3,55,1332,46,101
4/12/2022,3,66,30,68,121
8/20/2022,3,40,1850,560,120
12/3/2022,3,4,1831,49,105
3/20/2022,3,7,621,203,110
8/27/2022,3,64,1183,710,117
9/15/2022,3,14,1608,835,119
8/26/2022,3,10,516,848,113
11/22/2022,3,57,572,440,111
7/28/2022,3,48,290,318,134
7/29/2022,3,84,6,531,141
9/20/2022,3,55,1512,333,119
2/17/2022,3,34,1605,185,139
5/3/2022,3,57,1471,732,124
11/3/2022,3,99,2018,140,112
7/31/2022,3,79,2948,994,144
6/28/2022,3,4,201,513,121
9/12/2022,3,37,2526,378,123
9/14/2022,3,96,385,873,108
4/16/2022,3,62,624,126,130
10/11/2022,3,24,1323,152,111
3/17/2022,3,57,2208,705,119
4/7/2022,3,84,734,691,101
12/19/2022,3,45,2269,894,128
11/29/2022,3,58,155,835,121
5/29/2022,3,48,308,94,120
4/18/2022,3,45,399,333,107
10/1/2022,3,20,1192,721,109
3/28/2022,3,58,2555,512,132
10/24/2022,3,26,389,118,145
4/26/2022,3,22,721,739,127
11/8/2022,3,37,2760,94,131
11/24/2022,3,11,504,882,121
6/4/2022,3,62,261,452,102
8/28/2022,3,38,1424,859,102
7/15/2022,3,62,2772,560,101
3/9/2022,3,55,171,494,134
9/25/2022,3,47,2852,533,120
2/22/2022,3,3,2022,850,131
3/7/2022,3,2,2184,280,124
11/9/2022,3,67,1113,977,137
2/10/2022,3,45,670,115,139
12/30/2022,3,75,1062,252,103
5/8/2022,3,38,1700,326,131
4/15/2022,3,63,707,284,117
6/24/2022,3,60,1291,607,113
12/17/2022,3,60,2136,51,129
9/4/2022,3,98,2992,416,110
11/21/2022,3,32,1296,404,130
9/18/2022,3,14,2607,889,122
9/19/2022,3,3,725,168,135
7/27/2022,3,65,1633,246,125
11/10/2022,3,95,336,919,139
6/3/2022,3,98,464,285,112
4/16/2022,3,23,795,57,120
2/28/2022,3,57,1942,847,129
10/18/2022,3,96,658,330,141
3/19/2022,3,29,1529,700,107
6/18/2022,3,43,32,524,117
3/24/2022,3,71,573,604,111
8/31/2022,3,57,1680,290,135
3/22/2022,3,83,789,84,140
5/13/2022,3,42,1242,65,105
10/22/2022,3,100,2648,983,132
8/12/2022,3,19,527,566,104
6/9/2022,3,64,271,705,136
9/21/2022,3,82,1828,412,123
11/27/2022,3,81,1596,319,125
12/5/2022,3,81,1191,261,111
6/12/2022,3,21,1432,927,102
9/12/2022,3,85,326,270,141
11/27/2022,3,47,2796,288,118
5/16/2022,3,84,1937,189,128
2/22/2022,3,42,735,947,123
8/28/2022,3,47,1307,646,124
6/28/2022,3,24,1903,472,141
8/31/2022,3,75,1697,490,111
7/17/2022,3,27,577,936,141
12/13/2022,3,54,30,116,141
4/23/2022,3,63,2401,151,127
11/27/2022,3,77,1207,90,124
5/20/2022,3,24,2769,978,138
8/21/2022,3,99,1218,343,118
7/10/2022,3,42,148,564,135
12/9/2022,3,12,563,645,109
4/12/2022,3,20,2612,594,110
6/21/2022,3,30,2407,460,111
12/18/2022,3,6,1515,36,113
6/20/2022,3,11,2440,43,124
4/7/2022,3,15,1382,996,135
5/20/2022,3,25,301,338,114
12/10/2022,3,10,540,642,139
10/29/2022,3,44,1934,942,136
10/15/2022,3,64,12,197,111
3/18/2022,3,11,296,694,138
7/11/2022,3,100,75,143,112
6/14/2022,3,5,2492,480,141
5/14/2022,3,58,1533,391,125
10/4/2022,3,48,505,939,127
3/16/2022,3,44,145,134,127
9/4/2022,3,21,1730,417,110
10/27/2022,3,36,1374,891,136
3/4/2022,3,11,1150,344,118
9/8/2022,3,46,1450,852,120
10/16/2022,3,58,2133,893,113
12/19/2022,3,12,415,630,111
7/18/2022,3,88,479,510,106
12/19/2022,3,86,1181,994,104
2/10/2022,3,45,1513,604,107
8/19/2022,3,76,2852,2,114
9/16/2022,3,45,22,539,112
10/17/2022,3,30,2528,658,142
8/29/2022,3,62,1342,675,145
10/22/2022,3,16,701,974,145
3/10/2022,3,21,560,920,120
7/23/2022,3,61,35,7,139
10/25/2022,3,79,1183,511,115
12/6/2022,3,34,2812,620,144
6/27/2022,3,11,2204,309,136
3/31/2022,3,99,2679,366,107
3/24/2022,3,60,1798,492,112
6/22/2022,3,53,2485,409,138
10/29/2022,3,58,2403,364,120
8/26/2022,3,39,2706,374,108
12/4/2022,3,53,2928,439,116
3/31/2022,3,35,124,303,120
11/7/2022,3,38,2995,754,102
3/23/2022,3,55,1146,303,114
9/13/2022,3,74,1612,891,142
11/9/2022,3,4,2950,55,111
7/16/2022,3,95,1087,649,142
8/8/2022,3,90,1172,76,114
4/14/2022,3,65,2197,256,129
2/17/2022,3,87,1691,319,125
11/15/2022,3,97,1271,443,106
11/27/2022,3,40,1758,874,127
11/6/2022,3,26,459,508,120
6/1/2022,3,1,876,13,142
5/9/2022,3,88,2865,686,126
5/21/2022,3,47,830,740,102
4/24/2022,3,55,1508,204,138
4/2/2022,3,33,2019,448,136
8/21/2022,3,18,640,594,110
3/9/2022,3,71,2387,768,139
11/3/2022,3,77,977,671,105
5/9/2022,3,43,534,760,119
9/14/2022,3,45,1978,373,129
6/25/2022,3,63,2616,237,106
12/30/2022,3,54,2941,978,126
12/23/2022,3,72,1540,895,130
3/8/2022,3,66,710,164,107
10/12/2022,3,53,2990,670,103
2/22/2022,3,81,1157,717,101
10/26/2022,3,84,1113,837,104
3/29/2022,3,43,608,672,115
5/12/2022,3,93,994,666,124
2/27/2022,3,78,2760,197,143
3/23/2022,3,2,2529,238,109
5/12/2022,3,30,2858,621,125
8/14/2022,3,69,2847,658,135
5/29/2022,3,83,2424,983,143
6/10/2022,3,5,257,512,125
6/26/2022,3,57,1770,859,119
9/2/2022,3,54,1683,358,112
3/25/2022,3,31,2870,981,103
12/25/2022,3,21,19,960,107
2/21/2022,3,18,1906,114,124
9/12/2022,3,2,2075,750,112
5/6/2022,3,33,2696,315,130
12/12/2022,3,68,2529,712,140
10/7/2022,3,43,1193,168,141
3/14/2022,3,83,2245,311,110
6/12/2022,3,4,257,706,113
11/18/2022,3,38,1827,923,129
2/14/2022,3,18,710,743,123
6/30/2022,3,34,2835,953,116
3/24/2022,3,75,2194,894,122
10/29/2022,3,56,309,260,104
11/8/2022,3,41,1090,353,135
8/22/2022,3,65,2787,976,143
6/30/2022,3,27,855,549,114
8/17/2022,3,25,2904,764,110
7/24/2022,3,97,378,570,129
11/25/2022,3,62,522,192,125
12/17/2022,3,34,980,171,115
3/10/2022,3,86,2594,870,122
6/30/2022,3,40,946,957,118
9/30/2022,3,95,508,571,102
7/28/2022,3,92,352,614,106
8/13/2022,3,26,2794,614,123
12/5/2022,3,80,132,931,116
7/15/2022,3,94,2136,812,124
11/7/2022,3,46,1958,653,133
8/19/2022,3,1,1925,233,134
9/12/2022,3,44,1803,711,139
11/8/2022,3,6,867,351,104
8/19/2022,3,30,2990,493,115
8/2/2022,3,91,1350,539,139
6/26/2022,3,91,121,281,120
3/21/2022,3,13,1397,809,112
9/5/2022,3,81,2645,714,133
9/13/2022,3,48,1510,529,141
12/17/2022,3,84,1696,429,108
8/12/2022,3,89,2340,864,141
6/22/2022,3,81,1598,789,115
6/16/2022,3,48,349,989,112
10/2/2022,3,9,522,950,123
5/23/2022,3,47,2903,510,104
8/19/2022,3,91,1278,17,130
5/19/2022,3,73,351,354,110
4/11/2022,3,72,1651,175,105
2/27/2022,3,24,583,190,142
12/24/2022,3,65,1587,208,134
11/20/2022,3,58,2808,803,128
8/11/2022,3,85,1837,577,123
12/28/2022,3,14,2867,687,112
8/11/2022,3,100,66,36,129
3/5/2022,3,52,2937,845,115
3/2/2022,3,10,301,437,143
10/23/2022,3,86,2811,855,120
9/4/2022,3,11,158,820,108
10/1/2022,3,95,1099,361,135
10/28/2022,3,67,185,341,117
10/13/2022,3,55,2611,336,115
7/1/2022,3,63,1983,108,131
2/9/2022,3,84,2943,909,113
9/24/2022,3,93,1780,889,101
8/8/2022,3,58,2205,449,119
11/10/2022,3,48,545,290,124
2/10/2022,3,42,1179,822,143
6/22/2022,3,40,2313,5,124
3/11/2022,3,46,1275,821,145
5/18/2022,3,51,1000,432,105
4/5/2022,3,43,2231,513,120
8/25/2022,3,44,2198,522,103
11/9/2022,3,96,2145,684,142
10/27/2022,3,51,578,13,137
4/16/2022,3,13,1762,145,142
7/15/2022,3,95,1624,475,108
6/10/2022,3,7,2600,712,111
6/1/2022,3,78,2195,84,116
7/11/2022,3,12,2180,629,113
5/31/2022,3,19,1977,344,117
9/18/2022,3,75,399,273,132
11/13/2022,3,51,764,408,145
7/23/2022,3,12,250,68,119
8/25/2022,3,42,1339,252,137
11/8/2022,3,51,1710,829,127
9/3/2022,3,79,573,982,143
11/26/2022,3,43,2347,363,123
8/14/2022,3,5,2006,208,144
12/20/2022,3,45,1720,554,112
3/18/2022,3,37,444,591,109
3/14/2022,3,90,1116,393,111
10/17/2022,3,21,1387,266,134
6/23/2022,3,2,1660,960,132
7/19/2022,3,16,2235,113,145
4/19/2022,3,38,768,911,140
7/8/2022,3,12,2848,928,139
8/29/2022,3,4,2079,561,138
12/26/2022,3,44,2272,510,122
4/18/2022,3,63,982,847,121
10/31/2022,3,20,2145,535,109
8/6/2022,3,42,1771,289,119
9/8/2022,3,64,2880,448,139
2/20/2022,3,69,649,833,110
11/21/2022,3,16,2401,5,102
6/4/2022,3,51,2874,724,137
10/17/2022,3,70,2017,476,126
4/13/2022,3,23,2457,964,110
7/26/2022,3,61,204,282,142
6/16/2022,3,54,4,866,108
3/15/2022,3,96,2912,852,139
7/15/2022,3,30,1613,805,124
6/23/2022,3,94,1233,551,127
4/22/2022,3,51,1468,729,142
3/22/2022,3,9,127,133,101
12/9/2022,3,1,866,982,130
2/28/2022,3,22,1483,762,101
5/8/2022,3,65,1483,784,138
9/15/2022,3,55,1421,285,105
9/12/2022,3,36,1499,667,112
2/15/2022,3,77,248,210,123
8/2/2022,3,36,1853,307,138
7/5/2022,3,2,772,227,112
4/22/2022,3,11,169,567,130
11/9/2022,3,75,1684,559,122
4/23/2022,3,100,1894,548,112
6/27/2022,3,65,1110,41,104
12/13/2022,3,88,1103,517,121
4/20/2022,3,67,1121,638,113
12/22/2022,3,66,2402,530,106
11/15/2022,3,6,2628,405,122
12/10/2022,3,27,1909,42,109
4/21/2022,3,47,2494,285,143
7/16/2022,3,3,790,831,102
10/1/2022,3,31,500,584,109
5/9/2022,3,16,2170,384,135
6/6/2022,3,47,2968,211,117
4/25/2022,3,21,489,418,122
8/28/2022,3,58,1296,335,131
6/12/2022,3,98,2798,224,123
8/23/2022,3,6,2188,701,125
10/24/2022,3,33,2550,344,104
9/28/2022,3,75,2972,284,115
6/26/2022,3,80,70,234,122
11/12/2022,3,48,1650,734,124
3/20/2022,3,20,2184,246,101
6/2/2022,3,16,1506,188,117
10/9/2022,3,98,2358,973,118
6/23/2022,3,97,2403,68,118
10/24/2022,3,15,2971,160,109
8/30/2022,3,11,593,104,123
11/17/2022,3,47,1503,232,145
7/22/2022,3,27,2930,675,111
4/20/2022,3,94,1510,878,131
12/14/2022,3,88,2381,97,119
12/23/2022,3,28,2802,26,135
4/16/2022,3,34,230,419,113
10/13/2022,3,10,673,7,123
2/27/2022,3,69,2147,128,102
12/15/2022,3,44,1505,436,127
7/2/2022,3,36,704,563,139
3/1/2022,3,78,820,249,110
9/4/2022,3,44,929,870,131
6/15/2022,3,63,99,55,123
8/8/2022,3,24,2504,930,121
3/3/2022,3,53,710,980,127
11/11/2022,3,59,803,599,138
11/23/2022,3,34,543,656,132
11/21/2022,3,42,2688,446,120
10/24/2022,3,82,839,700,116
5/19/2022,3,82,186,920,106
7/20/2022,3,75,1727,117,106
3/2/2022,3,54,963,631,104
5/4/2022,3,19,466,870,113
4/6/2022,3,44,2487,491,105
10/24/2022,3,53,2114,649,114
11/15/2022,3,74,2909,360,138
11/22/2022,3,81,2797,539,137
11/14/2022,3,43,2483,835,134
7/20/2022,3,39,1946,255,139
4/8/2022,3,40,1060,222,127
10/29/2022,3,43,2822,6,104
3/18/2022,3,66,2422,263,110
10/5/2022,3,71,757,961,136
5/30/2022,3,7,2062,49,127
6/9/2022,3,34,1023,390,107
3/2/2022,3,91,2243,994,127
4/22/2022,3,19,1793,232,130
11/26/2022,3,43,3,509,143
7/1/2022,3,60,218,201,116
7/6/2022,3,57,1986,124,118
5/21/2022,3,35,1794,851,142
3/7/2022,3,55,1361,988,132
10/26/2022,3,43,1336,125,145
11/2/2022,3,53,2204,524,104
5/16/2022,3,34,1174,237,121
12/21/2022,3,84,1369,816,115
10/14/2022,3,8,257,397,120
6/23/2022,3,38,2607,287,125
3/30/2022,3,90,232,601,109
8/21/2022,3,37,2545,78,141
9/28/2022,3,84,1404,820,131
6/16/2022,3,66,980,275,134
4/25/2022,3,59,2051,944,138
12/3/2022,3,83,743,668,138
7/10/2022,3,43,37,212,111
12/12/2022,3,30,2349,310,142
5/16/2022,3,57,1564,244,120
4/30/2022,3,84,2846,762,142
12/16/2022,3,96,491,343,138
12/21/2022,3,84,2753,454,122
9/11/2022,3,80,1189,938,127
10/27/2022,3,40,570,54,133
3/14/2022,3,73,2685,248,140
3/6/2022,3,68,439,732,117
4/5/2022,3,84,2337,526,122
6/4/2022,3,68,2340,938,103
10/4/2022,3,79,610,314,145
8/19/2022,3,64,1361,807,118
3/10/2022,3,24,1518,273,114
7/27/2022,3,32,408,637,125
3/15/2022,3,37,887,849,125
7/5/2022,3,53,1274,906,130
2/18/2022,3,33,2604,557,137
7/24/2022,3,99,2903,574,145
4/11/2022,3,63,760,819,138
12/6/2022,3,32,1071,710,110
10/27/2022,3,62,586,82,123
12/8/2022,3,33,1269,855,114
3/23/2022,3,3,846,974,143
8/20/2022,3,44,2961,910,114
10/13/2022,3,13,2614,997,125
7/20/2022,3,73,198,728,121
2/11/2022,3,41,188,310,115
6/1/2022,3,100,2950,829,135
10/11/2022,3,42,2681,93,135
2/19/2022,3,83,2388,195,132
6/24/2022,3,19,365,798,103
7/15/2022,3,13,2861,296,102
10/22/2022,3,36,674,313,116
7/3/2022,3,14,2547,971,141
4/13/2022,3,95,1453,894,107
7/14/2022,3,43,295,278,102
6/4/2022,3,44,2931,323,131
4/3/2022,3,28,568,209,135
12/16/2022,3,78,2045,432,102
10/1/2022,3,34,2548,75,108
10/5/2022,3,62,1979,611,132
9/9/2022,3,95,471,41,143
12/24/2022,3,84,757,584,101
11/24/2022,3,88,194,527,106
6/10/2022,3,97,2852,714,141
5/30/2022,3,82,2891,215,113
3/16/2022,3,48,238,756,129
7/7/2022,3,74,1277,71,104
8/26/2022,3,60,692,160,106
12/30/2022,3,77,189,362,131
2/6/2022,3,77,720,763,115
9/12/2022,3,94,71,379,127
7/7/2022,3,34,487,147,130
3/3/2022,3,12,2767,252,130
3/17/2022,3,100,573,8,111
2/11/2022,3,25,2035,999,107
9/26/2022,3,81,28,769,139
4/26/2022,3,67,780,891,132
3/5/2022,3,60,1351,443,137
3/18/2022,3,39,2367,75,104
8/22/2022,3,79,2651,747,102
5/19/2022,3,81,2408,625,124
10/29/2022,3,38,1552,903,113
3/31/2022,3,63,576,182,119
5/2/2022,3,100,1996,205,108
12/8/2022,3,23,915,132,132
10/6/2022,3,43,1263,643,138
12/24/2022,3,53,146,642,120
6/10/2022,3,47,349,843,107
10/23/2022,3,63,966,931,112
12/20/2022,3,49,558,253,104
11/25/2022,3,17,745,455,109
9/13/2022,3,2,692,321,133
2/14/2022,3,58,157,226,141
12/7/2022,3,21,2444,127,102
11/28/2022,3,19,615,437,124
12/24/2022,3,97,1865,433,117
7/11/2022,3,89,1618,6,142
5/4/2022,3,69,818,795,105
3/10/2022,3,70,1572,902,120
7/13/2022,3,35,2759,504,141
3/15/2022,3,84,2999,424,133
7/26/2022,3,90,721,181,125
6/27/2022,3,28,904,989,109
6/24/2022,3,2,1812,517,127
8/30/2022,3,63,2461,129,145
6/14/2022,3,67,485,12,133
5/14/2022,3,5,2316,188,134
4/14/2022,3,90,764,431,115
8/29/2022,3,55,2506,953,141
10/28/2022,3,49,338,533,142
11/10/2022,3,9,88,180,117
6/7/2022,3,76,21,276,118
12/2/2022,3,2,63,469,122
9/24/2022,3,32,1231,547,102
3/30/2022,3,85,1458,260,141
9/22/2022,3,66,2601,576,116
8/12/2022,3,44,1517,906,109
6/12/2022,3,30,2630,542,121
5/7/2022,3,88,2880,830,118
4/11/2022,3,89,259,506,131
4/3/2022,3,89,2714,179,140
3/15/2022,3,13,14,482,129
5/19/2022,3,50,401,232,103
7/12/2022,3,15,416,219,110
3/31/2022,3,87,560,644,140
9/26/2022,3,39,1554,511,115
5/23/2022,3,57,2423,165,121
11/4/2022,3,80,265,569,121
4/26/2022,3,74,143,454,130
6/21/2022,3,33,1433,602,133
8/20/2022,3,89,667,316,103
10/9/2022,3,53,1454,859,125
8/22/2022,3,26,1918,397,102
6/17/2022,3,97,1029,693,102
11/9/2022,3,69,1547,873,112
8/9/2022,3,62,962,906,133
6/2/2022,3,25,492,585,106
10/25/2022,3,71,19,132,143
11/27/2022,3,88,1780,645,122
3/5/2022,3,62,2929,153,137
11/3/2022,3,33,2868,721,104
7/1/2022,3,48,2818,235,103
